0.750	1.500	2.250	3.000	3.750	4.500	5.250	6.000	6.750	7.500	8.250	9.000	9.750	10.500	11.250	12.000	12.750	13.500	14.250	15.000	15.750	16.500	17.250	18.000	18.750	19.500	20.250	21.000	21.750	22.500	23.250	24.000	24.750	25.500	26.250	27.000	27.750	28.500	29.250	30.000	30.750	31.500	32.250	33.000	33.750	34.500	35.250	36.000	36.750	37.500	38.250	39.000	39.750	40.500	41.250	42.000	42.750	43.500	44.250	45.000	45.750	46.500	47.250	48.000	48.750	49.500	50.250	51.000	51.750	52.500	53.250	54.000	54.750	55.500	56.250	57.000	57.750	58.500	59.250	60.000	60.750	61.500	62.250	63.000	63.750	64.500	65.250	66.000	66.750	67.500	68.250	69.000	69.750	70.500	71.250	72.000	72.750	73.500	74.250	75.000	75.750	76.500	77.250	78.000	78.750	79.500	80.250	81.000	81.750	82.500	83.250	84.000	84.750	85.500	86.250	87.000	87.750	88.500	89.250	90.000	90.750	91.500	92.250	93.000	93.750	94.500	95.250	96.000	96.750	97.500	98.250	99.000	99.750	100.500	101.250	102.000	102.750	103.500	104.250	105.000	105.750	106.500	107.250	108.000	108.750	109.500	110.250	111.000	111.750	112.500	113.250	114.000	114.750	115.500	116.250	117.000	117.750	118.500	119.250	120.000	120.750	121.500	122.250	123.000	123.750	124.500	125.250	126.000	126.750	127.500	128.250	129.000	129.750	130.500	131.250	132.000	132.750	133.500	134.250	135.000	135.750	136.500	137.250	138.000	138.750	139.500	140.250	141.000	141.750	142.500	143.250	144.000	144.750	145.500	146.250	147.000	147.750	148.500	149.250	150.000	150.750	151.500	152.250	153.000	153.750	154.500	155.250	156.000	156.750	157.500	158.250	159.000	159.750	160.500	161.250	162.000	162.750	163.500	164.250	165.000	165.750	166.500	167.250	168.000	168.750	169.500	170.250	171.000	171.750	172.500	173.250	174.000	174.750	175.500	176.250	177.000	177.750	178.500	179.250	180.000	180.750	181.500	182.250	183.000	183.750	184.500	185.250	186.000	186.750	187.500	
Data values
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.905	1.629	1.629	1.629	1.629	1.267	2.172	2.353	2.353	0.000	2.534	1.991	1.448	1.448	0.000	0.000	2.353	2.353	2.534	2.353	2.534	2.534	2.172	0.000	1.810	1.629	0.000	1.810	1.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.077	4.345	4.345	4.707	0.000	2.172	2.715	3.258	3.620	3.620	3.620	2.896	0.000	0.000	0.000	3.077	2.896	2.715	2.715	2.715	2.896	1.810	1.629	1.991	2.896	3.077	2.896	3.258	0.000	0.000	0.000	0.000	2.353	1.991	2.172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.448	1.629	1.810	1.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.086	0.905	1.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.629	1.629	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.267	0.000	0.000	0.000	1.629	1.629	0.000	1.810	1.810	1.810	0.000	0.000	0.000	0.000	0.000	1.810	0.000	0.000	0.000	0.000	1.991	1.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.448	0.000	0.000	0.000	0.000	0.000	1.810	0.000	0.000	0.000	0.000	1.991	1.810	0.000	1.810	1.810	1.991	1.991	1.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.629	0.000	0.000	1.629	1.629	1.629	1.629	1.448	1.267	0.000	1.448	1.448	0.000	0.000	0.000	0.000	1.267	1.267	1.267	0.000	0.000	0.000	1.448	1.267	1.267	1.448	0.000	0.000	1.267	1.267	1.267	0.000	1.267	1.267	0.000	1.629	0.000	0.000	0.000	1.267	1.267	0.000	0.000	0.000	0.000	1.448	0.000	1.086	0.000	0.000	0.000	0.000	28586.00	0.00	1.00	1.00
0.000	0.000	-2.896	0.000	0.000	0.000	0.000	0.000	1.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.905	0.905	1.629	1.629	1.629	1.629	1.448	2.353	2.353	2.353	0.000	1.991	1.629	1.629	0.000	0.000	0.000	2.534	2.534	2.715	2.715	2.534	2.534	1.810	1.810	1.629	0.000	1.448	1.629	1.629	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.353	3.801	4.345	4.345	3.983	2.534	0.000	0.000	3.439	3.439	3.620	3.258	0.000	0.000	0.000	2.896	2.896	2.715	2.534	2.715	2.715	1.448	1.448	2.353	2.896	2.896	3.077	2.896	0.000	0.000	0.000	2.353	2.172	1.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.448	1.448	1.810	1.810	1.629	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.267	1.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.267	1.448	1.629	0.000	0.000	0.000	0.000	0.000	0.000	1.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.991	1.991	0.000	0.000	0.000	0.000	0.000	1.991	1.991	0.000	1.810	0.000	0.000	2.172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.991	2.353	0.000	0.000	0.000	0.000	1.810	0.000	0.000	0.000	0.000	1.810	1.991	1.991	0.000	1.991	1.810	1.991	1.991	1.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.629	1.810	0.000	0.000	1.629	1.629	1.629	0.000	0.000	0.000	0.000	1.448	1.810	0.000	0.000	0.000	1.448	1.448	1.086	1.086	0.000	0.000	1.086	0.000	0.000	1.629	1.629	0.000	0.000	1.267	1.267	1.448	0.000	1.448	1.267	0.000	1.991	0.000	0.000	1.267	1.267	1.267	0.000	0.000	1.267	0.000	1.086	1.267	0.905	0.000	0.000	0.000	28881.00	0.00	1.00	1.00
0.000	0.000	-23.533	-23.171	0.000	0.000	0.000	0.000	0.181	0.362	0.000	0.000	0.000	0.000	0.724	0.905	0.000	0.000	0.905	1.629	1.810	1.810	1.810	1.267	1.810	2.715	2.715	2.715	0.000	1.810	1.810	1.810	0.000	0.000	0.000	2.715	2.896	2.896	2.896	2.534	2.534	1.991	1.991	1.991	0.000	1.810	1.810	1.629	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.534	2.353	4.164	4.164	4.164	3.077	0.000	0.000	3.258	3.439	3.439	3.439	0.000	0.000	0.000	2.896	2.896	2.715	2.534	2.534	2.715	1.448	1.629	2.896	2.896	2.896	2.896	2.896	0.000	0.000	0.000	1.810	2.172	2.534	0.000	0.000	0.000	1.448	0.000	0.000	1.448	0.000	0.000	0.000	0.000	1.448	1.629	1.810	1.810	1.267	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.086	1.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.267	1.267	1.629	1.629	0.000	0.000	0.000	0.000	0.000	0.000	0.905	0.000	0.000	0.000	0.000	0.000	0.000	1.810	1.810	1.991	0.000	0.000	0.000	0.000	0.000	1.810	1.810	0.000	2.172	0.000	1.991	2.172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.629	0.000	0.000	0.000	0.000	1.267	1.629	1.448	0.000	0.000	0.000	1.810	1.810	1.810	0.000	1.991	1.629	1.991	1.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.810	1.991	0.000	2.172	1.810	1.810	1.991	1.810	0.000	0.000	1.629	1.629	0.000	0.000	0.000	0.000	1.448	1.448	1.448	0.000	0.000	0.000	1.267	1.086	0.000	1.448	0.905	0.000	1.448	1.629	1.267	0.000	1.448	1.448	1.267	1.086	0.000	0.905	1.448	1.448	1.448	1.448	0.000	0.000	0.000	1.267	1.267	1.448	0.000	0.000	0.000	29175.00	0.00	1.00	1.00
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.905	0.724	0.000	0.000	0.000	0.000	0.000	0.905	0.000	0.000	1.086	1.086	1.810	1.810	1.991	1.810	1.086	2.534	2.896	2.896	2.896	2.353	1.810	1.810	0.000	0.000	0.000	0.000	2.896	2.896	2.896	2.896	2.896	2.534	1.991	1.991	0.000	0.000	1.810	1.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.534	2.715	4.164	4.164	4.164	3.620	0.000	0.000	2.353	3.439	3.439	3.439	0.000	0.000	0.000	2.896	2.896	2.896	2.715	2.715	1.810	1.629	1.810	3.258	3.077	3.077	2.896	2.896	0.000	0.000	0.000	0.000	2.353	2.534	0.000	0.000	1.629	1.991	0.000	1.810	0.000	0.000	0.000	0.000	1.448	1.629	1.810	1.991	1.991	1.448	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.086	0.905	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.267	1.448	1.810	1.629	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.810	1.991	1.991	0.000	0.000	2.353	0.000	2.353	1.991	0.000	0.000	0.000	0.000	2.172	1.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.172	2.534	0.000	0.000	0.000	0.000	0.000	1.267	1.810	0.000	0.000	0.000	0.000	1.810	1.991	0.000	0.000	1.810	2.172	2.172	1.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.991	0.000	0.000	1.448	1.810	1.810	1.810	0.000	0.000	0.000	1.810	1.810	0.000	0.000	0.000	0.000	1.629	1.448	0.000	0.000	0.000	1.991	0.000	1.810	1.448	1.629	0.000	0.000	1.448	1.448	1.448	0.000	1.448	1.448	0.000	1.448	0.000	0.000	1.448	1.448	1.448	0.000	0.000	0.000	0.000	1.267	1.267	1.448	0.000	0.000	29470.00	0.00	1.00	1.00
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.543	0.000	0.000	0.000	0.000	1.086	0.724	0.000	0.000	1.086	0.905	0.905	1.810	1.810	1.629	1.448	0.000	2.172	2.896	2.896	3.077	1.629	1.629	1.629	0.000	0.000	0.000	0.000	2.715	2.896	2.896	2.715	2.353	2.172	1.810	1.448	1.267	1.629	1.629	1.810	1.448	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.172	2.896	0.000	3.801	3.801	3.620	2.534	0.000	0.000	3.077	3.077	3.258	0.000	0.000	0.000	2.534	2.534	2.353	2.353	2.353	1.448	1.448	1.086	2.534	2.896	2.715	2.715	2.896	0.000	0.000	1.267	1.448	2.172	2.534	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.267	1.267	1.629	1.810	1.629	1.267	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.267	1.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.543	1.086	1.448	1.629	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.267	1.810	1.810	2.715	0.000	0.000	1.448	0.000	1.991	1.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.810	1.991	2.172	0.000	0.000	0.000	0.000	0.000	1.991	0.000	0.000	0.000	0.000	1.810	2.172	0.000	0.000	1.810	1.991	1.991	1.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.810	1.629	0.000	0.000	1.810	1.810	1.810	0.000	0.000	0.000	1.629	1.629	1.629	0.000	0.000	0.000	1.448	1.448	1.448	0.000	0.000	0.000	1.267	1.448	0.000	1.267	1.448	0.000	1.267	1.448	1.267	0.000	0.905	1.267	1.267	1.810	0.000	0.000	1.448	1.267	1.267	1.448	0.000	0.000	0.000	0.000	1.086	1.267	0.000	0.000	29765.00	0.00	1.00	1.00
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.905	0.905	0.000	0.000	0.000	0.000	0.724	0.000	0.000	0.000	1.267	1.267	1.810	1.991	2.172	1.991	1.448	0.000	0.000	3.077	3.258	3.439	1.629	1.991	1.991	0.000	0.000	0.000	0.000	3.077	3.077	3.077	3.077	2.534	2.353	2.172	1.629	0.000	1.810	1.991	2.172	0.000	0.000	0.000	0.000	0.000	3.620	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.534	3.077	0.000	3.801	3.801	3.983	3.983	0.000	0.000	3.258	3.258	3.258	2.896	0.000	0.000	2.896	2.715	2.896	2.353	2.172	1.629	1.629	0.000	0.000	3.077	2.896	2.896	2.896	0.000	0.000	1.629	1.629	2.353	2.353	0.000	1.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.267	1.991	1.991	1.810	1.448	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.267	1.629	0.000	0.000	0.000	1.448	0.000	0.000	0.000	1.448	1.448	1.810	1.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.991	1.991	1.991	1.991	0.000	0.000	0.000	2.353	0.000	2.172	1.991	0.000	0.000	0.000	0.000	2.353	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.991	0.000	2.715	2.353	0.000	0.000	0.000	0.000	1.810	1.629	0.000	0.000	0.000	0.000	1.991	1.629	0.000	1.991	2.172	2.172	2.172	2.353	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.991	2.172	0.000	0.000	1.991	1.991	1.991	0.000	0.000	0.000	1.810	1.810	0.000	0.000	0.000	0.000	1.629	1.629	0.000	0.000	0.000	1.086	0.000	1.810	1.810	1.810	0.000	0.000	1.448	1.448	1.086	0.000	1.448	1.448	0.000	1.267	0.543	0.000	1.448	1.267	1.448	0.000	0.000	0.000	0.000	1.267	1.810	0.000	0.000	30060.00	0.00	1.00	1.00
0.000	0.000	-23.171	-23.171	-23.171	0.000	-20.637	0.000	0.000	0.905	0.905	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.086	1.086	1.267	1.991	1.991	1.991	1.629	1.629	0.000	0.000	3.439	3.439	3.439	1.991	1.991	2.353	0.000	0.000	0.000	0.000	3.439	3.077	2.896	2.896	2.353	2.172	1.810	1.629	0.000	1.810	1.810	2.172	0.000	0.000	0.000	0.000	0.000	3.801	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.172	0.000	0.000	0.000	3.620	3.801	3.801	0.000	0.000	3.258	3.077	3.077	3.077	0.000	0.000	2.534	2.534	2.172	2.353	1.448	1.448	1.629	0.000	0.000	2.534	2.896	2.715	2.715	0.000	0.000	1.448	2.353	2.353	2.172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.629	0.000	1.991	1.991	1.629	1.629	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.267	0.905	0.000	0.000	0.000	1.267	0.000	0.000	0.000	1.448	1.267	1.629	1.810	1.448	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.810	1.991	1.991	1.991	0.000	0.000	2.172	2.715	0.000	2.172	1.991	0.000	0.000	0.000	0.000	2.172	2.715	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.353	1.991	0.000	0.000	0.000	0.000	0.000	1.629	1.629	1.991	0.000	0.000	0.000	0.000	2.172	0.000	0.000	1.991	1.991	2.172	2.172	2.353	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.353	0.000	0.000	0.000	1.991	1.991	1.991	0.000	0.000	0.000	1.810	1.991	0.000	0.000	0.000	1.629	1.629	1.810	0.000	0.000	0.000	0.000	0.000	1.448	1.810	1.629	0.000	1.991	1.448	1.267	0.000	0.000	1.448	1.448	1.086	1.448	0.000	0.000	1.267	1.267	0.000	0.000	0.000	0.000	1.448	1.267	0.000	0.000	30354.00	0.00	1.00	1.00
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.086	1.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.086	1.267	1.267	1.991	1.991	1.991	1.991	0.000	0.000	0.000	3.439	3.620	3.439	2.353	1.991	0.000	0.000	0.000	0.000	0.000	3.077	3.077	2.896	2.896	1.991	1.991	1.629	1.810	0.000	1.810	1.810	1.810	0.000	0.000	0.000	0.000	0.000	0.000	2.896	0.000	0.000	0.000	0.000	0.000	2.172	1.991	0.000	0.000	0.000	2.534	3.620	3.620	3.620	0.000	0.000	2.896	2.896	2.896	0.000	0.000	2.534	2.534	0.000	1.991	1.448	1.448	0.000	0.000	0.000	2.715	2.534	2.715	2.534	0.000	0.000	0.000	0.000	2.353	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.991	1.629	1.629	1.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.267	0.000	0.000	0.000	0.000	1.629	0.000	0.000	0.000	1.448	1.448	1.810	1.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.991	1.991	1.991	0.000	0.000	1.629	0.000	2.172	1.991	2.534	0.000	0.000	0.000	1.991	1.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.172	2.172	0.000	0.000	0.000	0.000	1.629	1.629	1.810	0.000	0.000	0.000	0.000	0.000	1.810	0.000	2.172	1.810	2.172	2.172	2.172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.810	1.991	1.991	1.991	0.000	0.000	1.991	1.810	1.629	0.000	0.000	0.000	1.448	1.629	0.000	0.000	0.000	0.000	0.000	1.629	0.000	1.629	1.629	0.000	1.448	1.448	1.448	0.000	1.448	1.448	1.810	1.448	0.000	0.000	1.267	1.267	1.267	0.000	0.000	0.000	0.000	0.724	1.448	0.000	30649.00	0.00	1.00	1.00
0.000	0.000	-4.164	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.086	1.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.086	1.267	1.086	1.810	1.991	1.991	1.629	1.448	0.000	0.000	0.000	0.000	3.620	3.801	3.077	2.172	0.000	0.000	0.000	0.000	0.000	0.000	2.896	2.896	3.077	1.991	1.991	1.629	0.000	1.810	1.810	1.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.353	0.000	0.000	0.000	0.000	0.000	1.991	1.991	0.000	0.000	0.000	2.534	3.258	3.439	3.077	0.000	0.000	2.715	2.896	2.896	0.000	0.000	2.172	2.353	0.000	1.448	1.448	1.629	0.000	0.000	0.000	2.353	2.534	2.534	2.715	0.000	0.000	0.000	2.534	2.353	2.534	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.991	2.172	1.629	1.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.086	1.629	0.000	0.000	0.000	1.629	1.448	0.000	0.000	1.448	1.448	1.629	1.810	1.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.629	1.810	1.991	1.810	0.000	0.000	1.810	0.000	1.810	1.991	0.000	0.000	0.000	0.000	1.991	1.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.172	0.000	1.991	0.000	0.000	0.000	1.086	1.448	1.991	1.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.810	1.629	2.172	2.172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.172	2.172	2.172	0.000	0.000	0.000	1.991	1.991	0.000	0.000	0.000	0.000	1.629	1.991	0.000	0.000	0.000	0.000	0.000	1.991	1.448	1.629	0.000	0.000	1.448	1.448	0.000	0.000	1.267	1.448	1.629	1.267	0.000	1.448	1.267	1.267	0.000	0.000	0.000	0.000	1.267	1.086	0.000	30944.00	0.00	1.00	1.00
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.172	1.267	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.267	1.267	1.086	2.172	2.172	1.991	1.629	0.000	0.000	0.000	0.000	0.000	3.258	3.983	3.620	2.896	0.000	0.000	0.000	0.000	0.000	0.000	2.896	3.077	2.896	1.991	1.991	2.353	0.000	1.810	1.810	1.810	0.000	1.267	0.000	0.000	0.000	0.000	0.000	2.534	0.000	0.000	0.000	0.000	0.000	1.991	1.991	0.000	0.000	0.000	0.000	3.439	3.439	3.077	1.448	0.000	2.896	2.896	2.715	0.000	0.000	2.353	2.353	1.810	1.448	1.448	0.000	0.000	0.000	0.000	0.000	2.534	2.534	2.534	0.000	0.000	0.000	2.534	2.172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.810	1.810	2.172	1.991	1.810	1.991	0.000	0.000	0.000	1.629	1.267	0.000	0.000	1.448	1.810	0.000	0.000	1.810	1.629	0.000	0.000	0.000	1.448	1.629	1.810	1.991	1.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.991	1.810	1.991	1.991	0.000	0.000	1.629	0.000	1.991	1.991	0.000	0.000	0.000	1.629	1.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.172	1.991	1.810	0.000	0.000	0.000	1.448	1.810	1.991	0.000	0.000	0.000	0.000	1.448	0.000	0.000	2.172	2.896	2.353	2.172	2.172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.172	2.172	2.172	2.172	1.629	0.000	1.991	1.991	0.000	0.000	0.000	0.000	1.629	1.991	0.000	0.000	0.000	0.000	1.629	1.629	1.629	1.629	0.000	1.267	1.448	1.629	0.000	1.086	1.448	0.000	0.000	0.000	0.000	1.267	1.267	1.086	1.267	0.000	0.000	0.000	1.086	1.086	31238.00	0.00	1.00	1.00
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.086	1.267	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.086	1.086	0.905	0.000	1.991	1.991	1.991	1.267	0.000	0.000	0.000	0.000	0.905	1.448	3.620	3.801	3.983	0.000	0.000	0.000	0.000	0.000	0.000	2.896	2.896	2.896	1.810	1.991	2.896	0.000	1.810	1.629	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.810	1.810	0.000	0.000	0.000	0.000	0.000	3.077	3.077	3.258	0.000	2.715	2.534	2.534	0.000	0.000	2.172	1.991	1.448	1.448	1.629	0.000	0.000	0.000	0.000	0.000	2.353	2.353	2.172	0.000	0.000	0.000	2.534	2.353	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.810	1.810	2.172	1.810	1.810	1.810	0.000	1.991	0.000	1.810	0.000	0.000	0.905	1.991	0.000	0.000	0.000	1.448	1.448	0.000	0.000	1.448	1.448	1.448	1.810	1.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.629	1.810	1.810	0.000	0.000	1.991	1.629	1.991	1.810	1.267	0.000	0.000	0.000	1.629	1.810	1.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.810	2.172	2.353	0.000	0.000	0.000	1.267	1.086	1.448	1.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.267	0.000	2.172	2.172	2.172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.172	2.172	0.000	0.000	1.991	1.991	1.991	1.991	0.000	0.000	1.991	1.991	0.000	0.000	0.000	1.810	1.810	0.000	0.000	0.000	0.000	0.000	1.448	1.629	1.448	0.000	0.000	1.448	0.000	0.000	0.000	1.267	1.086	1.267	1.267	0.000	1.267	1.086	1.267	1.267	0.000	0.000	0.000	0.000	1.086	31533.00	0.00	1.00	1.00
0.000	0.000	-2.172	0.000	0.000	0.000	20.818	0.000	0.000	0.000	0.000	0.000	1.267	0.000	0.000	0.000	0.000	1.086	0.905	0.000	0.000	1.267	1.086	1.086	0.000	0.000	1.991	1.991	1.810	1.629	0.000	0.000	0.000	0.000	1.086	0.362	2.172	3.620	3.983	4.164	0.000	0.000	0.000	0.000	0.000	2.534	2.896	2.715	1.810	2.172	2.172	1.629	1.629	1.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.629	1.629	1.810	0.000	0.000	0.000	0.000	0.000	2.715	2.896	3.077	0.000	2.172	2.353	2.353	0.000	0.000	1.991	2.172	1.267	1.267	0.000	0.000	0.000	0.000	0.000	0.000	2.534	2.353	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.810	1.810	1.810	2.172	1.810	1.810	1.991	0.000	0.000	1.810	1.629	0.000	0.000	1.086	0.000	0.000	0.000	1.448	1.448	1.448	0.000	0.000	1.448	1.448	1.448	1.810	1.810	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.810	1.810	1.810	1.810	0.000	0.000	1.629	0.000	1.991	1.629	0.000	0.000	0.000	0.724	1.629	1.629	1.991	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.810	0.000	1.810	1.810	0.000	0.000	0.724	1.086	1.629	1.629	0.000	0.000	0.000	1.086	0.000	0.000	0.000	0.000	0.000	1.991	1.991	2.172	0.000	0.000	0.000	0.000	0.000	0.000	1.991	1.991	2.172	0.000	0.000	1.991	1.810	1.810	0.000	0.000	0.000	1.629	0.000	0.000	0.000	0.000	0.000	1.267	0.000	0.000	0.000	0.000	0.000	1.448	1.448	1.267	0.000	1.086	1.448	0.000	0.000	1.629	1.267	0.000	1.267	0.000	0.000	1.086	1.267	1.267	0.000	0.000	0.000	0.000	0.000	31828.00	0.00	1.00	1.00
